Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,incr2015,incr2014,incr2013,incr3year,incr6year
ARII,"American Railcar Industries, Inc.",41.03,814221106.93,n/a,2006,Capital Goods,Railroads,http://www.nasdaq.com/symbol/arii,-6.13,23.18,45.53,52.75,52.75
AMRB,American River Bankshares,10.65,78209861.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb,12.91,0.0,38.99,52.23,52.23
ASEI,"American Science and Engineering, Inc.",37.1,265911430.4,n/a,n/a,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/asei,-8.83,-27.76,14.22,-29.75,-29.75
AMSWA,"American Software, Inc.",9.81,281553504.03,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa,20.07,-4.42,23.14,37.31,37.31
AMSC,American Superconductor Corporation,5.97,83589898.26,n/a,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc,-21.36,-52.33,-39.71,-76.58,-76.58
AMWD,American Woodmark Corporation,69.39,1129430637.18,n/a,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd,106.03,6.08,39.45,189.99,189.99
CRMT,"America&#39;s Car-Mart, Inc.",25.02,211343089.32,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt,-50.22,26.55,3.77,-34.15,-34.15
ABCB,Ameris Bancorp,31.23,1005484733.91,n/a,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/abcb,42.81,23.83,61.96,168.54,168.54
AMSF,"AMERISAFE, Inc.",47.28,902754485.76,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf,33.03,6.03,50.11,106.46,106.46
ASRV,AmeriServ Financial Inc.,3.3,62273676.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv,7.99,1.9,4.39,11.89,11.89
ASRVP,AmeriServ Financial Inc.,26.8899,0.0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp,4.76,12.07,2.81,20.74,20.74
ATLO,Ames National Corporation,23.08,214895872.04,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo,1.82,15.95,7.04,23.34,23.34
AMGN,Amgen Inc.,150.705,1.13680981046e+11,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn,6.33,38.13,34.08,97.71,97.71
FOLD,"Amicus Therapeutics, Inc.",7.85,980460596.15,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fold,9.73,252.87,-36.53,151.3,151.3
AMKR,"Amkor Technology, Inc.",5.62,1333981504.34,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr,-8.57,19.87,30.49,29.64,29.64
AMPH,"Amphastar Pharmaceuticals, Inc.",12.93,582102458.25,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph,18.78,12.76,,35.52,35.52
AMSG,Amsurg Corp.,72.57,3516401121.0,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsg,41.29,19.44,53.41,155.12,155.12
AMSGP,Amsurg Corp.,140.65,242621250.0,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsgp,35.04,10.2,,45.97,45.97
ASYS,"Amtech Systems, Inc.",5.75,75615196.75,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys,-34.45,16.31,85.68,57.29,57.29
AFSI,"AmTrust Financial Services, Inc.",56.02,4644847825.98,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi,20.97,61.48,21.42,130.46,130.46
AMRS,"Amyris, Inc.",1.53,294026477.04,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs,-23.22,-50.57,15.17,-59.7,-59.7
ANAC,"Anacor Pharmaceuticals, Inc.",95.8,4227076996.6,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anac,238.23,70.74,257.72,2288.37,2288.37
ANAD,"ANADIGICS, Inc.",0.6451,57307407.5371,n/a,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/anad,-25.58,-57.92,-17.09,-72.65,-72.65
ADI,"Analog Devices, Inc.",49.98,15596792886.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi,3.88,15.36,20.89,42.51,42.51
ALOG,Analogic Corporation,75.88,941593705.92,n/a,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog,0.18,-6.37,13.98,10.24,10.24
AVXL,Anavex Life Sciences Corp.,4.6,159165395.8,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl,-47.35,,,-47.35,-47.35
ANCB,Anchor Bancorp,24.969,62422500.0,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb,26.79,13.26,20.51,82.45,82.45
ABCW,Anchor BanCorp Wisconsin Inc.,42.83,411103198.21,n/a,2014,Finance,Banks,http://www.nasdaq.com/symbol/abcw,24.95,12.77,,40.39,40.39
ANDA,Andina Acquisition Corp. II,9.45,0.0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda,-0.11,,,-0.11,-0.11
ANGI,"Angie&#39;s List, Inc.",9.07,530746260.39,n/a,2011,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi,66.07,-56.02,9.1,-21.95,-21.95
ANGO,"AngioDynamics, Inc.",10.86,394002841.68,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango,-35.97,4.06,49.78,4.93,4.93
ANIP,"ANI Pharmaceuticals, Inc.",39.07,449307656.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip,-19.34,150.07,121.0,429.68,429.68
ANIK,Anika Therapeutics Inc.,36.83,539105238.78,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik,-3.88,9.38,233.17,270.13,270.13
ANSS,"ANSYS, Inc.",85.4,7599933538.4,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss,14.54,-3.69,17.53,27.01,27.01
ATRS,"Antares Pharma, Inc.",1.05,162569937.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs,-54.68,-47.68,7.29,-71.53,-71.53
ANTH,"Anthera Pharmaceuticals, Inc.",3.75,149532768.75,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth,76.43,-46.48,-43.32,-20.55,-20.55
ABAC,"Aoxin Tianli Group, Inc.",0.898,29798334.0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/abac,-41.56,-15.81,128.42,-5.26,-5.26
ATNY,API Technologies Corp.,1.2,66512460.0,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/atny,-29.23,-37.84,16.04,-52.9,-52.9
APIC,Apigee Corporation,8.48,250419598.24,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apic,-51.92,,,-51.92,-51.92
APOG,"Apogee Enterprises, Inc.",38.91,1131873495.57,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog,7.06,18.29,47.48,85.32,85.32
APOL,"Apollo Education Group, Inc.",6.59,714385397.99,n/a,1994,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apol,-71.53,9.34,40.71,-60.07,-60.07
APPF,"AppFolio, Inc.",13.7,459346423.2,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appf,6.18,,,6.18,6.18
AAPL,Apple Inc.,96.96,5.4058409376e+11,n/a,1980,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/aapl,-4.43,46.62,6.59,50.75,50.75
ARCI,"Appliance Recycling Centers of America, Inc.",0.9899,5841219.7382,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci,-64.77,-8.25,90.91,-31.82,-31.82
APDN,Applied DNA Sciences Inc,2.98,71710994.16,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn,15.71,-69.49,-28.57,-74.29,-74.29
APDNW,Applied DNA Sciences Inc,1.5,0.0,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw,42.29,20.82,,81.12,81.12
AGTC,Applied Genetic Technologies Corporation,17.01,306245403.45,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc,-4.05,46.46,,40.21,40.21
AMAT,"Applied Materials, Inc.",16.79,19293949601.3,n/a,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat,-21.37,45.66,53.41,70.24,70.24
AMCC,Applied Micro Circuits Corporation,5.565,460981026.66,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/amcc,-2.3,-40.39,37.71,-29.77,-29.77
AAOI,"Applied Optoelectronics, Inc.",14.79,248989842.27,n/a,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi,69.73,-22.93,42.08,69.9,69.9
AREX,Approach Resources Inc.,1.27,51397716.61,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex,-66.79,-67.73,-26.16,-92.82,-92.82
APRI,"Apricus Biosciences, Inc",0.8825,44490779.4825,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri,-36.94,-48.72,22.06,-51.47,-51.47
APTO,"Aptose Biosciences, Inc.",2.32,27950095.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto,-56.9,-14.29,,-63.86,-63.86
AQMS,"Aqua Metals, Inc.",5.2,73410698.4,n/a,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms,-0.37,,,-0.37,-0.37
AQXP,"Aquinox Pharmaceuticals, Inc.",10.09,173668938.74,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp,35.65,-36.15,,4.44,4.44
AUMA,AR Capital Acquisition Corp.,9.72,291600000.0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/auma,1.46,0.52,,0.83,0.83
AUMAU,AR Capital Acquisition Corp.,9.81,0.0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumau,-0.61,0.51,,-0.92,-0.92
ARDM,Aradigm Corporation,3.61,53288477.11,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm,-48.64,8.89,53.85,-23.65,-23.65
PETX,"Aratana Therapeutics, Inc.",3.82,133721376.72,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx,-70.0,-2.62,152.65,-26.19,-26.19
ABUS,Arbutus Biopharma Corporation,4.02,219370559.82,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus,-71.66,49.39,44.44,-17.59,-17.59
ARCW,"ARC Group Worldwide, Inc.",1.63,31017754.11,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw,-81.73,-1.15,324.5,-31.25,-31.25
ABIO,"ARCA biopharma, Inc.",4.45,40277915.65,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio,-24.51,-47.74,-25.0,-70.87,-70.87
RKDA,"Arcadia Biosciences, Inc.",2.43,107122163.85,n/a,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda,-61.62,,,-61.62,-61.62
ARCB,ArcBest Corporation,18.67,484710371.97,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb,-48.13,34.38,240.71,118.1,118.1
ACGL,Arch Capital Group Ltd.,68.42,8378079699.22,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl,18.0,5.18,25.66,55.76,55.76
APLP,"Archrock Partners, L.P.",10.19,608510971.96,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp,-40.16,-20.21,40.24,-30.43,-30.43
ACAT,Arctic Cat Inc.,14.34,186265128.0,n/a,1990,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/acat,-55.03,-39.76,60.06,-53.2,-53.2
ARDX,"Ardelyx, Inc.",10.72,278258407.52,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx,-22.89,41.58,,26.62,26.62
ARNA,"Arena Pharmaceuticals, Inc.",1.65,400206906.0,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna,-65.01,-43.64,-39.03,-80.33,-80.33
AGII,"Argo Group International Holdings, Ltd.",57.01,1589180145.63,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii,23.13,19.07,43.56,112.7,112.7
AGIIL,"Argo Group International Holdings, Ltd.",25.43,0.0,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil,2.0,26.17,-10.71,16.77,16.77
ARGS,"Argos Therapeutics, Inc.",2.24,46447105.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args,-64.52,28.13,,-71.13,-71.13
ARIS,"ARI Network Services, Inc.",4.26,73158142.98,n/a,1991,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris,26.05,12.31,96.97,172.73,172.73
ARIA,"ARIAD Pharmaceuticals, Inc.",5.32,1007041382.76,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aria,-9.68,2.38,-62.93,-67.6,-67.6
ARKR,Ark Restaurants Corp.,22.6,77249692.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr,0.1,6.54,35.34,56.28,56.28
ARMH,ARM Holdings plc,41.07,4731535308.42,115206606,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/armh,1.29,-4.72,27.39,9.12,9.12
ARTX,Arotech Corporation,2.37,58532683.95,n/a,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx,-9.33,-38.67,230.0,104.0,104.0
ARWA,Arowana Inc.,9.84,106852560.0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/arwa,0.82,,,0.82,0.82
ARQL,"ArQule, Inc.",2,125783096.0,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql,79.34,-46.78,-15.5,-15.89,-15.89
ARRY,Array BioPharma Inc.,3.64,519130415.44,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry,-9.64,-9.04,20.14,1.2,1.2
ARRS,ARRIS International plc,27.32,4006633232.24,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs,10.28,22.87,60.39,99.15,99.15
AROW,Arrow Financial Corporation,26.47,341665601.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow,6.85,9.81,14.13,27.04,27.04
ARWR,Arrowhead Research Corporation,5.36,319213068.72,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/arwr,-32.12,-36.28,368.66,183.41,183.41
ARTNA,Artesian Resources Corporation,27.44,247048576.32,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna,29.77,3.46,4.58,36.6,36.6
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.93,11898882.36,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw,-37.19,-16.04,-7.58,-53.35,-53.35
ASBB,"ASB Bancorp, Inc.",25.6,112774809.6,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb,23.62,18.5,6.88,60.84,60.84
ASNA,"Ascena Retail Group, Inc.",10.49,2055662737.64,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna,-15.38,-44.48,36.85,-40.3,-40.3
ASND,Ascendis Pharma A/S,14.49,195052092.48,13461152,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd,-7.61,,,-7.61,-7.61
ASCMA,"Ascent Capital Group, Inc.",15.68,198433128.32,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma,-66.17,-36.11,34.68,-73.36,-73.36
ASTI,"Ascent Solar Technologies, Inc.",0.1147,10678756.7316,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asti,-83.13,-85.07,21.67,-97.67,-97.67
APWC,Asia Pacific Wire & Cable Corporation Limited,1.36,18794749.84,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc,-41.15,-21.69,-7.61,-56.9,-56.9
ASML,ASML Holding N.V.,80.28,4768498976.04,59398343,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml,-12.39,19.11,42.03,39.4,39.4
AZPN,"Aspen Technology, Inc.",35.78,2979954259.72,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn,9.9,-15.94,46.86,33.33,33.33
ASMB,"Assembly Biosciences, Inc.",6.61,113861625.82,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb,-8.53,-60.0,55.13,-35.81,-35.81
ASFI,"Asta Funding, Inc.",7.99,96442280.27,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi,-7.34,8.89,-12.55,-16.14,-16.14
ASTE,"Astec Industries, Inc.",35.92,825705180.96,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste,12.08,4.8,8.39,21.13,21.13
ALOT,"Astro-Med, Inc.",14.231,104466014.016,n/a,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot,0.02,20.11,29.53,51.38,51.38
ATRO,Astronics Corporation,36.36,972711519.12,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro,-13.85,11.34,169.67,195.81,195.81
ASTC,Astrotech Corporation,1.47,30429989.31,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc,-38.31,-14.73,185.87,66.3,66.3
ASUR,Asure Software Inc,4.45,27988924.7,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur,-19.89,-0.54,-16.92,-31.87,-31.87
ATAI,ATA Inc.,5.9,74839806.7,12684713,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai,49.65,28.92,-33.73,18.78,18.78
ATRA,"Atara Biotherapeutics, Inc.",21.86,625876807.84,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra,4.1,122.5,,120.08,120.08
ATHN,"athenahealth, Inc.",159.93,6210077102.1,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn,14.18,9.07,59.59,93.13,93.13
ATHX,"Athersys, Inc.",1.25,104107183.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx,-42.13,-58.5,147.41,-11.21,-11.21
AAPC,Atlantic Alliance Partnership Corp.,10.24,106371205.12,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/aapc,-0.79,,,-0.79,-0.79
AAME,Atlantic American Corporation,4.46,91641537.8,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame,25.38,1.31,25.98,56.88,56.88
ACBI,"Atlantic Capital Bancshares, Inc.",14.16,344639461.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi,5.87,,,5.87,5.87
ACFC,Atlantic Coast Financial Corporation,6.03,93519637.83,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc,48.35,-7.44,91.3,154.78,154.78
ATNI,"Atlantic Tele-Network, Inc.",80.08,1286258333.36,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni,23.2,18.82,49.57,113.69,113.69
ATLC,Atlanticus Holdings Corporation,3.27,50135774.07,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc,33.33,-21.69,-4.55,-9.09,-9.09
AAWW,Atlas Air Worldwide Holdings,35.21,867257545.21,n/a,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww,-13.1,12.6,-10.77,-8.98,-8.98
AFH,"Atlas Financial Holdings, Inc.",17.91,214717491.63,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh,23.99,24.19,139.32,240.17,240.17
TEAM,Atlassian Corporation Plc,27.17,5669703254.93,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team,9.38,,,9.38,9.38
ATML,Atmel Corporation,7.81,3282565649.0,n/a,1991,Technology,Semiconductors,http://www.nasdaq.com/symbol/atml,3.19,-4.44,12.01,23.3,23.3
ATOS,Atossa Genetics Inc.,0.32,9742803.2,n/a,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos,-73.55,-41.18,-47.97,-92.36,-92.36
ATRC,"AtriCure, Inc.",19.41,625320789.84,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc,15.37,-10.62,135.81,192.19,192.19
ATRI,ATRION Corporation,360.5,657412847.0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri,13.78,16.93,55.03,104.6,104.6
ATTU,Attunity Ltd.,10.98,180856630.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu,4.15,6.22,33.42,39.87,39.87
LIFE,"aTyr Pharma, Inc.",7.43,175707641.72,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life,-48.99,,,-48.99,-48.99
AUBN,"Auburn National Bancorporation, Inc.",28.7,104567818.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn,31.1,-2.53,25.97,56.76,56.76
AUDC,AudioCodes Ltd.,4.02,167476251.18,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc,-20.57,-39.31,111.05,7.73,7.73
AUPH,Aurinia Pharmaceuticals Inc,2.42,78135553.98,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph,-31.79,0.11,,-33.78,-33.78
EARS,Auris Medical Holding AG,5.69,195132239.79,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears,35.46,-35.2,,-19.57,-19.57
ADAT,Authentidate Holding Corp.,0.588,25140493.896,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adat,-18.39,-39.22,43.62,-24.47,-24.47
ABTL,Autobytel Inc.,18.68,196134750.92,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl,102.7,-22.1,267.77,472.59,472.59
ADSK,"Autodesk, Inc.",55.06,12406293244.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk,4.56,15.66,32.88,65.57,65.57
ADP,"Automatic Data Processing, Inc.",78.13,36034073533.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp,2.64,20.91,39.36,74.75,74.75
AVGO,Avago Technologies Limited,128.2,35445963515.0,n/a,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo,40.04,90.74,57.28,344.04,344.04
AAVL,"Avalanche Biotechnologies, Inc.",7.28,187527922.4,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aavl,-83.77,134.18,,-62.16,-62.16
AVNU,"Avenue Financial Holdings, Inc.",13.75,141652623.75,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/avnu,21.37,,,21.37,21.37
AVEO,"AVEO Pharmaceuticals, Inc.",1.06,61669868.26,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo,35.48,-51.91,-78.49,-85.35,-85.35
AVNW,"Aviat Networks, Inc.",0.6701,41883622.8241,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw,-42.96,-32.44,-30.42,-76.81,-76.81
AVID,"Avid Technology, Inc.",7.4,292329807.2,n/a,1993,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/avid,-50.41,-0.42,,-48.95,-48.95
AVGR,"Avinger, Inc.",18.37,231867499.38,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr,74.02,,,74.02,74.02
